"","Territory","Location","TotalPrice","UnitPrice","Area"
"99","朝阳","石佛营",13161.875,120.999257215118,101.53125
"100","门头沟","石门营",2900,44.74233718638,65.6666666666667
"101","朝阳","双井",10522.9411764706,131.106656801056,81.0470588235294
"102","朝阳","双桥",9282.14285714286,71.8847853546987,141.964285714286
"103","海淀","双榆树",9478.94736842105,143.472505011481,71.7894736842105
"104","顺义","顺义城",4247.82608695652,56.6578244850901,77.4347826086957
"105","朝阳","四惠",12623.0769230769,112.090359816002,102.692307692308
"106","海淀","四季青",50653.8461538462,101.014097731224,522.846153846154
"107","丰台","宋家庄",6381.77272727273,77.8233362009059,85
"108","海淀","苏州桥",8513.63636363636,143.356930587081,66.8636363636364
"109","朝阳","太阳宫",16870.3703703704,148.356812392507,119
"110","西城","陶然亭",9130,113.729845355547,82.7333333333333
"111","大兴","天宫院",4865,56.7615619915331,87.3076923076923
"112","西城","天宁寺",6085.13333333333,112.459620820852,58.2
"113","昌平","天通苑",7780.52631578947,63.1383876904075,124.421052631579
"114","顺义","天竺",19200,78.8647939670385,255.552631578947
"115","海淀","田村",6413.33333333333,87.2580470189776,75.8666666666667
"116","通州","通州北苑",5050,67.5783542711624,80.75
"117","通州","土桥",4787.45833333333,58.6516237592144,79.1666666666667
"118","朝阳","团结湖",7110,127.838910542669,58.5
"119","海淀","万柳",28710,155.464091624451,174.7
"120","海淀","万寿路",7810,112.752233730626,74.4
"121","朝阳","望京",13557.5886075949,119.75618936603,111.310126582278
"122","海淀","五道口",10780,119.211110161158,87
"123","通州","武夷花园",5140,68.0599055638804,81
"124","朝阳","西坝河",8522.22222222222,126.301610587938,69.6111111111111
"125","海淀","西北旺",7948.14814814815,88.1887278077336,86.8518518518518
"126","西城","西单",26300,168.477307476585,142.8
"127","海淀","西二旗",4172,79.3706874087256,50.96
"128","大兴","西红门",5470.58823529412,57.085060386594,99.5294117647059
"129","丰台","西罗园",5576.92307692308,79.082769804576,73.0769230769231
"130","昌平","西三旗",7320,78.9047842588201,94.8
"131","海淀","西三旗",5800,88.9067599067599,66.9
"132","海淀","西直门",11183.3333333333,114.554583809511,101.5
"133","西城","西直门",7837.5,137.211064271329,56
"134","海淀","香山东",66533.0769230769,108.294018707593,571.692307692308
"135","丰台","新宫",4596,65.010152971842,71.88
"136","通州","新华大街",6908.33333333333,69.6811638939126,95.25
"137","海淀","新街口",6583.33333333333,134.424862378879,50.1666666666667
"138","西城","新街口",26125,164.238505747126,117.5
"139","西城","宣武门",13956.25,150.028901873275,90.6875
"140","海淀","学院路",8685.71428571429,99.434280230542,89.2857142857143
"141","朝阳","亚运村",13031.8181818182,109.692801986002,120.333333333333
"142","朝阳","亚运村小营",10262.4583333333,120.102673923392,83.875
"143","海淀","颐和园",18033.3333333333,108.548067248277,161.083333333333
"144","大兴","亦庄",11880,90.6108511707439,138.65
"145","亦庄开发区","亦庄",5300,88.3150670744548,62
"146","大兴","瀛海",5818.75,49.9903268796213,99.4375
"147","门头沟","永定",3440,36.5722183823928,427.1
"148","东城","永定门",6775,102.35307567889,65.6875
"149","丰台","右安门",4850,101.952519379845,48.25
"150","西城","右安门",8300,110.364427749641,75.8333333333333
"151","海淀","玉泉路",6581.25,89.8210660600766,73.5
"152","石景山","玉泉路",8232.60869565217,92.7374569975192,89.4782608695652
"153","丰台","玉泉营",6151.51515151515,81.2516461164398,78.3030303030303
"154","海淀","圆明园",13337.5,136.50918545689,95.25
"155","西城","月坛",12317.6470588235,152.786445456427,81.4705882352941
"156","大兴","枣园",4862.5,63.3064243750454,80.1071428571429
"157","海淀","皂君庙",7909.09090909091,127.855041439115,62.5454545454545
"158","西城","长椿街",8172.72727272727,132.936953275317,62.6363636363636
"159","房山","长阳",4430.98039215686,51.4047800275404,87.6666666666667
"160","海淀","知春路",9300,132.017704414517,74.9583333333333
"161","海淀","中关村",9200,159.975848564711,62.3
"162","顺义","中央别墅区",29714.2857142857,95.1439596918624,313.142857142857
"163","昌平","朱辛庄",4276,65.1334464713109,71.9
"164","海淀","紫竹桥",8050,124.451182053444,69.6666666666667
